,id,context,question,answers
1178,1178,"il a créé electric flag, dont le premier nom a été american music band, au printemps de 1967, après une session avec james cotton qui avait une section de cuivre.",electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1179,1179,"the electric flag y a joué avec des membres originaux gravenites, goldberg et hunter associés à des musiciens de tower of power et the blues project.",electric,"{""text"": [""electric""], ""answer_start"": [4]}"
1180,1180,"== conception et développement ==le ca-47 était un c-47 (la version militaire du dc-3) de l'united states air force, qui avait été modifié par le montage de trois miniguns general electric de pour tirer à travers deux fenêtres à l'arrière et la porte de chargement latérale vers le coté gauche (pour le pilote) de l'avion.",electric,"{""text"": [""electric""], ""answer_start"": [180]}"
1181,1181,emerson electric finalement mis au point le mxu-470/a pour remplacer ces nacelles.,electric,"{""text"": [""electric""], ""answer_start"": [8]}"
1182,1182,"matsushita electric industrial, panasonic, alpine et sony furent les premières entreprises étrangères à investirent la parc.",electric,"{""text"": [""electric""], ""answer_start"": [11]}"
1183,1183,"electric fire est le quatrième album solo de roger taylor, batteur de queen, et sorti en 1998.",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1184,1184,"la tva acheta ultérieurement les actifs de l'ancienne tennessee electric power company, y compris certains barrages qui avaient été construits avant le barrage de norris.",electric,"{""text"": [""electric""], ""answer_start"": [64]}"
1185,1185,"== histoire ==la région de nikkō a une longue histoire de hockey sur glace, grâce à l'équipe semi-professionnelle furukawa electric (une des plus anciennes du japon) créée en 1925 et membre fondateur de la ligue japonaise de hockey sur glace en 1966.",electric,"{""text"": [""electric""], ""answer_start"": [123]}"
1186,1186,il prend également une charge de consultant à la general electric corporation.,electric,"{""text"": [""electric""], ""answer_start"": [57]}"
1187,1187,- la primavera (blank & jones mix)* syntone - heal my world (blank & jones mix)* dario g - sunmachine (blank & jones mix)* humate - love stimulation (blank & jones mix)* united deejays - too much rain (blank & jones vs. gorgeous mix)* dune - electric heaven (blank & jones club cut)* yello vs hardfloor - vicious games (blank & jones mix)1999* liquid love - sweet harmony (blank & jones mix)* mauro picotto - iguana (blank & jones remix)* storm - love is here to stay (blank & jones mix)2001* perpetuous dreamer - the sound of goodbye (blank & jones mix)* fragma - you are alive (blank & jones remix)* die ärzte - rock'n roll übermensch (blank & jones mix)2002* pet shop boys - home & dry (blank & jones dub)* pet shop boys - home & dry (blank & jones mix)2003* pet shop boys - love comes quickly (blank & jones 2003 mix)* rmb - beauty of simplicity (blank & jones retouch)* rmb - rereality (blank & jones remix)* wolfsheim - wundervoll (blank & jones remix)* evolution feat.,electric,"{""text"": [""electric""], ""answer_start"": [242]}"
1188,1188,le projet a été concédé à l'entreprise américaine westinghouse electric corporation.,electric,"{""text"": [""electric""], ""answer_start"": [63]}"
1189,1189,"electric circus est le cinquième album studio de common, sorti le .",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1190,1190,"== membres ==*lee dorrian - chant (cathedral, napalm death)*stephen o'malley - guitare (khanate, sunn o))), burning witch, thorr's hammer)*greg anderson - basse, orgue (goatsnake, sunn o))), burning witch, thorr's hammer)*justin greaves - batterie (iron monkey, electric wizard)== discographie ==*""rampton"" - 2002 (southern lord records/rise above records)==notes et références==== liens externes ==* southern lord page* teeth of lions rule the divine on myspace",electric,"{""text"": [""electric""], ""answer_start"": [262]}"
1191,1191,"== utilisation ==le canon aden fut l'armement interne des avions de chasse suivants : , english electric lightning, folland gnat (puis hal ajeet), hawker hunter, gloster javelin, saab lansen, saab draken, sepecat jaguar (raf), et f-86 sabre (raaf).",electric,"{""text"": [""electric""], ""answer_start"": [96]}"
1192,1192,"== récompenses ==* gamespy (2004) : meilleur jeu de stratégie de tous les temps (liste du top 10)* pc games (1998) : meilleur jeu de tous les temps* pc gamer : meilleur jeu de stratégie de tous les temps aux ""gamer's choice award""* electric playground (1998) : meilleur jeu de stratégie aux ""blister award winner""* gamespot (1997) : jeu de l'année* gamespot (1997) : meilleur jeu de stratégie de 1997* gamespot (1997) : meilleur jeu multijoueurs de 1997* gamespot (1997) : meilleure musique de jeu vidéo de 1997* gamespot : inclus dans la liste « ""greatest games of all time"" »* gamespot ""reader's choice awards"" (1997) : jeu de l'année 1997* gamespot ""reader's choice awards"" (1997) : meilleur jeu de stratgégie 1997* happy puppy's golden fire hydrant award (1997) : meilleur jeu de guerre* pc guru magazine (hongrie) (1997) : meilleur jeu de stratégie* best rts game, game.exe magazine, russia 1998* best game of the year 1997, pc soulces, france* silver trophy award, pc magazine loisirs, france* top game award for five consecutive months, pc jeux france* best rts game 1997, reader's choice award, pc gamer online* best real-time strategy game 1997, the adrenaline vault* best strategy game 1997, reader's award, games domain* 1997 game of the year, compunews* 1997 best sound/music, gamepen* best strategy game of 1997, gamezilla.com* game of the year, game review central* best real-time strategy game of 1997, ultra game players magazine* cg choice award, computer gaming world, 1998* best of the best a+ award, pc games 1998* family pc tested-recommended, family pc 1998* stamp of approval, computer games strategy plus* editor's choice award 1997, online gaming review* special achievement in music 1997, online gaming review* best game of the year 1997, honorable mention, online gaming review* best game of 1997, reader's knockout poll award, games domain review* best pc game of 1997, video games palace* gaming product of the year 1997, meccaworld* best strategy game of 1997, gamesmania* gold player top-rated 5 star award, pc games germany* gold award, pc action germany* top rated 5 star award 1997, pc gaming world uk* platin award, pc power* innovation in gaming award 1997, pc review* editor's choice award, game worlds network* editor's choice award, gaming age* editor's choice award 1997, all about games* awesome!",electric,"{""text"": [""electric""], ""answer_start"": [232]}"
1193,1193,"electric masada, la configuration la plus courante de masada, inclut zorn, baptista, baron et ribot, accompagnés de trevor dunn (basse), ikue mori (machines électroniques), jamie saft (claviers) et kenny wollesen (batterie).",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1194,1194,"ils incluent : bongzilla, electric wizard, high on fire, kylesa, , torche, et weedeaterd'autres groupes de fusions avec le style incluent : alice in chains (sludge metal, metal alternatif et hard rock), baroness (sludge metal et metal progressif), black label society (sludge metal, hard rock et rock sudiste), black tusk (sludge metal, punk hardcore et stoner rock), boris (sludge metal et drone metal), cancer bats (sludge metal, punk hardcore et rock sudiste), fudge tunnel (sludge metal, noise rock et metal alternatif), (sludge metal et shoegaze), isis (sludge metal et post-rock), (sludge metal, noise rock et post-hardcore), kingdom of sorrow (sludge metal et metalcore), (sludge metal et thrash metal), mastodon (sludge metal, metal progressif et metal alternatif), mistress (sludge metal et death metal), (sludge metal et noise rock), soilent green (sludge metal et grindcore), et will haven (sludge metal et metalcore).",electric,"{""text"": [""electric""], ""answer_start"": [26]}"
1195,1195,"==b==* ba - boston and albany railroad; new york central railroad; penn central; conrail* badx - baden investment company* baex - farmers elevator company of bondurant, ia; the andersons* balx - bayer corporation* banu - bank winter and co aktiengesellschaft* bap - butte, anaconda and pacific railway* bapx - bay area piggyback, inc.* bar - bangor and aroostook railroad; montreal, maine and atlantic railway* baru - barons leasing corporation* barz - bangor and aroostook railroad; montreal, maine and atlantic railway* basx - bay state milling company* bawx - babcock and wilcox company* bayl - bay line railroad* bayu - mobay chemical corporation* bayx - union tank car company; bayer corporation* bazx - bay chemical company, inc.* bb - buckingham branch railroad* bbcx - bbc brown boveri, inc.; abb power generation, inc.* bbrx - bombardier inc. (transportation equipment group)* bbsz - barbar steamship lines, inc.* bbtu - bress bulk international bulk transport and consulting* bcax - blue circle, inc.* bccx - border chemical company, ltd.* bcdx - borden chemical, inc. (a division of borden, inc.)* bce - british columbia hydro and power authority* bcfx - ge railcar services corporation* bcgx - bay cities gas corporation* bch - british columbia hydro and power authority; southern railway of british columbia* bcit - british columbia railway* bciu - bay cities leasing company* bcix - blue circle, inc.* bcju - bay cities leasing company* bck - buffalo creek railroad; conrail* bclr - bay colony railroad* bclu - bibby bros. company* bcmx - bullet concrete materials company* bcne - canadian national railway* bcol - british columbia railway* bcpx - brighton corporation* bcrr - boyne city railroad* bcrx - ge rail services corporation* bcry - barrie-collingwood railway* bctx - boise cascade corporation* bctz - boise cascade corporation* bcvx - west coast express* bcwx - union tank car company* bcyu - bay cities leasing company; union pacific railroad* bdcx - anchor glass container* bdlx - bdl company* bdmx - blue diamond mining, inc.* bdnx - baroid division, nl industries, inc.; baroid drilling fluids, inc.* bdrv - belvidere and delaware river railway* bdtl - ballard terminal railroad* bdw - bighorn divide and wyoming railroad* be - baltimore and eastern railroad; conrail* becx - fmc corporation (inorganic chemicals division)* beem - beech mountain railroad* bekr - berks rail corporation* belx - bell processing, inc.* benx - bennett lumber products, inc.; investors property service* bepx - coastal states energy company* bfc - bellefonte central railroad* bfcf - bremerton freight car ferry* bfcx - berwick freight car company* bffx - berwick forge and fabrication division whittaker corporation* bfgx - bf goodrich company (chemical group); oxy vinyls, lp* bfhu - bailee freight services, ltd.* bfix - bethlehem steel corporation* bfjr - brillion and forest junction railroad* bfpx - besse forest products* bfrx - bakery trading company* bfsu - bailee freight services, ltd.* bgcm - bountiful grain and craig mountain railroad* bgex - general american marks company* bgfx - barnabas group foundation* bgku - schering, ag* bgsx - strata corporation* bh - bath and hammondsport railroad; b and h rail corporation* bhcu - bridgehead container service* bhp - bhp nevada railroad* bhtx - bernhart crane and rigging company* bhwy - boot hill and western railway* biax - ocala recycling* bicx - beker industries corporation* bidu - universal bulk-handling, ltd.* bigx - big three industries, inc.; air liquide america corporation* birr - bellingham international railroad* bisx - brandenburg industrial service company* bity - penn eastern rail lines, inc.* bjgx - bj gas supply, inc.* bjhx - b. j. hughes, inc.; bj titan services company* bjox - citicorp railmark, inc.* bjry - burlington junction railway* bklu - bank line limited* bkrr - batten kill railroad* bkru - baker tanks* bkty - missouri-kansas-texas railroad; union pacific railroad* bla - baltimore and annapolis railroad* blcx - the commonwealth plan, inc.* ble - bessemer and lake erie railroad* blkm - black mesa and lake powell railway* blku - bulkhaul company* blkz - mid-american intermodal equipment corporation* blmr - blue mountain railroad* blol - bloomer line* bm - boston and maine railroad; guilford rail system* bmaz - better asset management; transamerica leasing* bmcx - bluewater michigan chapter, inc.* bmdx - ge railcar services corporation* bmdz - minnesota, dakota and western railway* bmh - beaufort and morehead railroad* bmiz - burlington motor carriers* bml - belfast and moosehead lake railroad* bmrg - blue mountain and reading railroad* bms - berlin mills railway; st. lawrence and atlantic railroad* bmsx - bemis company, inc.* bmt - brooklyn-manhattan transit* bmz - boston and maine corporation* bn - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bnau - burlington northern and santa fe railway; bnsf railway* bnaz - burlington northern and santa fe railway; bnsf railway* bnfe - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bnft - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bniu - british and irish steam packet company* bnml - burlington northern (manitoba), ltd.* bno - burlington northern and santa fe railway; bnsf railway* bnow - burlington northern (oregon-washington), inc.* bnpz - pacific rail services* bnq - burlington northern and santa fe railway; bnsf railway* bnrq - burlington northern and santa fe railway; bnsf railway* bnrz - burlington northern and santa fe railway; bnsf railway* bnsf - burlington northern and santa fe railway; bnsf railway* bnxu - burlington northern and santa fe railway; bnsf railway* bnz - burlington northern and santa fe railway; bnsf railway* bo - baltimore and ohio railroad; csx transportation* bobx - freeman gas of n.c., inc.* boct - baltimore and ohio chicago terminal railroad* bocx - boc gases* bocy - boat company* bogu - bsl transport* bonu - bond international, ltd.* bop - border pacific railroad* borx - us borax, inc.* borz - ecorail, inc.* bosu - w. bos vloeistof transport, b.v.* boz - csx transportation* bpax - united states department of energy (bonneville power administration)* bpaz - acme markets, inc.* bpcu - bp chemicals belgium* bpcx - basin electric power cooperative* bpix - nova chemicals, inc.* bplu - m1 engineering, ltd.* bplx - nova chemicals, inc.* bpox - bp amoco chemical company (bp oil division)* bppx - brewster phosphates of bradley, florida; general american marks company* bprr - buffalo and pittsburgh railroad* br - bradford industrial rail, inc.* bran - brandon corporation* brax - brae corporation; cit equipment finance corporation* brbx - bombardier transportation* brc - belt railway of chicago* brcx - bunge north america, inc.* brcy - cando contracting, ltd.* bre - burlington northern railroad* brex - big rivers electric corporation* brfd - branford steam railroad* brg - brownsville and rio grande international railroad* brix - incobrasa industries; union tank car company* brkx - burke energy corporation* brlx - brs leasing company, inc.* brnu - brun, sa* brnz - comtrak, inc.* brou - swedish transocean lines* brr - belton railroad* brrc - borinstein railroad* brrx - brooklyn resource recovery, inc.* brsr - blue ridge scenic railway* brw - black river and western* bs - birmingham southern railroad* bscx - bethlehem steel corporation* bsda - bsda railroad* bsix - bethlehem steel corporation* bslu - blue star line, ltd.* bsmx - bay state milling company* bsor - buffalo southern railroad* bspx - otter tail power company* bsrx - branson scenic railway* bstx - trinitas corporation* bsvy - boone and scenic valley railroad* btax - big three lincoln-alaska, inc.; air liquide america corporation* btc - birmingham terminal* btco - boston terminal company* btcu - bulkmatic transport company* btcz - bulkmatic transport company* btex - bte equipment* btlz - intermodal services, inc.* btrx - rocky mountain transportation services* bttx - trailer train company; ttx corporation* budx - budd company* budz - bud antle, inc.* bugx - bruggere and monson* bukx - louisville gas and electric company* bunx - the buncher company* bunz - burnside international trucks, ltd.* bvcx - west coast express* bvhx - bv heddrick gravel and sand company* bvry - brandywine valley railroad* bvs - beveir and southern railroad* bwc - berwind corporation; pennsylvania railroad; penn central; conrail* bwcx - borg-warner chemicals; ge plastics* bxbx - bxb corporation* bxn - bauxite and northern railway* bycx - battle ground yacolt and chelatchie prairie railroad",electric,"{""text"": [""electric""], ""answer_start"": [6353]}"
1196,1196,"==c==* ca - chesapeake and albemarle railroad* cabu - bacardi and company, ltd.* cabx - cabot corporation* cacv - cooperstown and charlotte valley railway* cacz - comacasa line* cad - cadiz railroad* cadx - cando corporation* cafu - bay cities leasing company* cagx - mhc, inc. (subsidiary of conagra)* cagy - columbus and greenville railway* cagz - columbus and greenville railway* cala - carolina southern railroad* calx - california railcar corporation* camx - canamax commodity corporation* canx - canac international, inc.* caox - westlake ca and o* capx - transalta utilities corporation* carr - carrollton railroad* carx - carlon; lamson and sessions* carz - anton caraton and son* caso - canada southern railway; new york central railroad; penn central; conrail; canadian pacific railway* catu - catu containers, sa* caxu - container applications international, inc.* cbc - carbon county railway; chemin de fer baie des chaleurs, inc. (canada)* cbcx - colonial brick company, inc.* cbgr - council bluffs railway; great western railway of iowa* cbhu - china ocean shipping company* cbiu - combi line-lash* cbix - central bi-products* cbl - conemaugh and black lick railroad* cblu - cooper brothers containers, ltd.* cbns - cape breton and central nova scotia railway* cbpu - cbsl transportation services, ltd.* cbq - chicago, burlington and quincy railroad; burlington northern railway; burlington northern and santa fe railway; bnsf railway* cbqz - chicago, burlington and quincy railroad; burlington northern railway; burlington northern and santa fe railway; bnsf railway* cbrm - chillicothe-brunswick rail maintenance authority* cbrw - columbia basin railroad* cbrx - charles barthoid* cbry - copper basin railway* cbyn - crosbyton railway* cc - chicago central and pacific railway* ccax - fdj leasing* ccbx - union carbide corporation* cccl - connecticut central railroad* cccu - compass container company, inc.* cccx - carondelet coke corporation* cccz - compass container company, inc.* ccdx - dayton power and light company* ccez - chicago central and pacific railroad* ccfz - chi-can freight forwarding* ccgx - cando contracting, ltd.* cchx - columbian chemicals canada, ltd.* ccim - corpus christi terminal railroad* ccix - stauffer chemical company (consolidated chemical division)* cciz - crete intermodal* cckx - california contemporary, inc.; cckx, inc.* ccky - chattooga and chickamauga railway* cclu - char ching shipping (usa), ltd.* cclx - crystal car lines* ccmx - calcium carbonate company* ccpr - chelatchie prairie railroad* ccpx - canadian chemical producers* ccqx - construction carrier, inc.* ccr - corinth and counce railroad; kansas city southern railway* ccra - camp chase industrial railroad* ccrr - claremont concord railroad* ccru - compagnie des containers reservoir* ccrx - coastal refining and marketing, inc.* ccry - charles city railway* ccrz - kansas city southern railway* ccsu - trans ocean, ltd.* cct - central california traction company* cctu - coordinated caribbean transport, inc.* cctx - central power and light company* cctz - crowley maritime corporation* ccuo - chicago-chemung railroad* ccwx - coastal chem, inc.* ccx - columbian chemicals company* ccxu - char ching shipping (usa), ltd.* ccxx - costain coal, inc.* cdac - canadian american railroad; bangor and aroostook railroad; montral, maine and atlantic* cdau - canadian tire corporation, ltd.* cdaz - canadian tire corporation, ltd.* cdcx - air liquide america corporation* cdgx - carolinas domestic gas company, inc.; chatham oil company* cdhx - caledonian rail lines, llc* cdlz - cardinal freight carriers* cdnu - carotrans international* cdpx - chevron usa, inc.* cdtx - california department of transportation (amtrak california)* cdvx - caddo valley railcar repair, inc.* cebx - combustion engineering, inc.* cedr - cedar river railroad* cefx - cit equipment finance corporation* cei - chicago and eastern illinois railroad; missouri pacific railroad; union pacific railroad* ceiw - central indiana and western railroad* celx - celtran, inc.* cemr - central manitoba railway* cemx - cementos mexicanos, sa; cemex mexico, sa de cv* cenx - western aggregates, inc.* cepx - cajun electric power cooperative, inc.; trinity industries leasing* cera - central railroad of indianapolis* cerx - carpenter chemical company; er carpenter, llp* cetu - custom environmental transport, inc.* cewx - canadian enterprise gas products* cf - cape fear railway* cfkz - xtra intermodal* cflx - crestbrook forest industries* cfmg - chemin de fer de matapédia et du golfe (canada)* cfmx - cargill, inc.* cfnr - california northern railroad* cfpx - ge railcar services corporation* cfru - cardinal freight carriers* cfsx - c and t refinery, inc.* cftx - canadian fertilizers, ltd.* cfwr - caney fork and western railway* cg - central of georgia; norfolk southern* cga - central of georgia; norfolk southern* cgax - cargill, inc. (c.g.d.",electric,"{""text"": [""electric""], ""answer_start"": [4195]}"
1197,1197,"==discographie=====songs: ohia=======albums====* 1997 : ""songs: ohia""* 1998 : ""impala""* 1999 : ""axxess & ace""* 1999 : ""the ghost"" (tour-only release)* 2000 : ""the lioness""* 2000 : ""protection spells"" (tour-only release)* 2000 : ""ghost tropic""* 2001 : ""mi sei apparso come un fantasma"" (live album, paper cut records)* 2002 : ""didn't it rain""* 2003 : ""magnolia electric co."" (produit par steve albini)====ep====* 1997 : ""hecla & griper""* 1998 : ""our golden ratio""* 2001 : ""howler""* 2001 : ""travels in constants""====singles====* 1996 : ""nor cease thou never now"" (palace records)* 1996 : ""one pronunciation of glory""* 1999 : ""untitled"" (western vinyl)* 2002 : ""the gray tower"" / ""black link to fire link""* 2002 : ""keep it steady"" / ""united or lost alone""* 2004 : ""no moon on the water"" / ""in the human world"" (chunklet)===jason molina=======albums====* 2004 : ""pyramid electric co.""* 2006 : ""let me go, let me go, let me go""* 2012 : ""autumn bird songs""===magnolia electric co.=======albums====* 2005 : ""trials & errors"" (live album)* 2005 : ""what comes after the blues""* 2006 : ""fading trails""* 2007 : ""sojourner"" (boxset)* 2009 : ""josephine""====ep====* 2005 : ""hard to love a man""=== collaborations =======ep====* 2002 : ""translation"" on split ep avec my morning jacket (jade tree)* 2002 : ""amalgamated sons of rest"" avec will oldham et alasdair roberts (galaxia)====singles====* 1998 : ""nay, tis not death"" (alternate) on split 7"" avec appendix out (liquefaction empire)* 1999 : ""journey on"" on split 7"" avec oneida (jagjaguwar)* 1999 : ""how to be perfect men"" on split 7"" avec rex (temporary residence)* 2000 : ""7"" single avec alasdair roberts* 2000 : ""fade st."" on split 7"" avec glen hansard (road relish)* 2001 : ""lioness"" (version) on split 7"" avec scout niblett==voir aussi==* site officiel du groupe magnolia electric co.==références==",electric,"{""text"": [""electric""], ""answer_start"": [360]}"
1198,1198,"==b==* ba - boston and albany railroad; new york central railroad; penn central; conrail* badx - baden investment company* baex - farmers elevator company of bondurant, ia; the andersons* balx - bayer corporation* banu - bank winter and co aktiengesellschaft* bap - butte, anaconda and pacific railway* bapx - bay area piggyback, inc.* bar - bangor and aroostook railroad; montreal, maine and atlantic railway* baru - barons leasing corporation* barz - bangor and aroostook railroad; montreal, maine and atlantic railway* basx - bay state milling company* bawx - babcock and wilcox company* bayl - bay line railroad* bayu - mobay chemical corporation* bayx - union tank car company; bayer corporation* bazx - bay chemical company, inc.* bb - buckingham branch railroad* bbcx - bbc brown boveri, inc.; abb power generation, inc.* bbrx - bombardier inc. (transportation equipment group)* bbsz - barbar steamship lines, inc.* bbtu - bress bulk international bulk transport and consulting* bcax - blue circle, inc.* bccx - border chemical company, ltd.* bcdx - borden chemical, inc. (a division of borden, inc.)* bce - british columbia hydro and power authority* bcfx - ge railcar services corporation* bcgx - bay cities gas corporation* bch - british columbia hydro and power authority; southern railway of british columbia* bcit - british columbia railway* bciu - bay cities leasing company* bcix - blue circle, inc.* bcju - bay cities leasing company* bck - buffalo creek railroad; conrail* bclr - bay colony railroad* bclu - bibby bros. company* bcmx - bullet concrete materials company* bcne - canadian national railway* bcol - british columbia railway* bcpx - brighton corporation* bcrr - boyne city railroad* bcrx - ge rail services corporation* bcry - barrie-collingwood railway* bctx - boise cascade corporation* bctz - boise cascade corporation* bcvx - west coast express* bcwx - union tank car company* bcyu - bay cities leasing company; union pacific railroad* bdcx - anchor glass container* bdlx - bdl company* bdmx - blue diamond mining, inc.* bdnx - baroid division, nl industries, inc.; baroid drilling fluids, inc.* bdrv - belvidere and delaware river railway* bdtl - ballard terminal railroad* bdw - bighorn divide and wyoming railroad* be - baltimore and eastern railroad; conrail* becx - fmc corporation (inorganic chemicals division)* beem - beech mountain railroad* bekr - berks rail corporation* belx - bell processing, inc.* benx - bennett lumber products, inc.; investors property service* bepx - coastal states energy company* bfc - bellefonte central railroad* bfcf - bremerton freight car ferry* bfcx - berwick freight car company* bffx - berwick forge and fabrication division whittaker corporation* bfgx - bf goodrich company (chemical group); oxy vinyls, lp* bfhu - bailee freight services, ltd.* bfix - bethlehem steel corporation* bfjr - brillion and forest junction railroad* bfpx - besse forest products* bfrx - bakery trading company* bfsu - bailee freight services, ltd.* bgcm - bountiful grain and craig mountain railroad* bgex - general american marks company* bgfx - barnabas group foundation* bgku - schering, ag* bgsx - strata corporation* bh - bath and hammondsport railroad; b and h rail corporation* bhcu - bridgehead container service* bhp - bhp nevada railroad* bhtx - bernhart crane and rigging company* bhwy - boot hill and western railway* biax - ocala recycling* bicx - beker industries corporation* bidu - universal bulk-handling, ltd.* bigx - big three industries, inc.; air liquide america corporation* birr - bellingham international railroad* bisx - brandenburg industrial service company* bity - penn eastern rail lines, inc.* bjgx - bj gas supply, inc.* bjhx - b. j. hughes, inc.; bj titan services company* bjox - citicorp railmark, inc.* bjry - burlington junction railway* bklu - bank line limited* bkrr - batten kill railroad* bkru - baker tanks* bkty - missouri-kansas-texas railroad; union pacific railroad* bla - baltimore and annapolis railroad* blcx - the commonwealth plan, inc.* ble - bessemer and lake erie railroad* blkm - black mesa and lake powell railway* blku - bulkhaul company* blkz - mid-american intermodal equipment corporation* blmr - blue mountain railroad* blol - bloomer line* bm - boston and maine railroad; guilford rail system* bmaz - better asset management; transamerica leasing* bmcx - bluewater michigan chapter, inc.* bmdx - ge railcar services corporation* bmdz - minnesota, dakota and western railway* bmh - beaufort and morehead railroad* bmiz - burlington motor carriers* bml - belfast and moosehead lake railroad* bmrg - blue mountain and reading railroad* bms - berlin mills railway; st. lawrence and atlantic railroad* bmsx - bemis company, inc.* bmt - brooklyn-manhattan transit* bmz - boston and maine corporation* bn - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bnau - burlington northern and santa fe railway; bnsf railway* bnaz - burlington northern and santa fe railway; bnsf railway* bnfe - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bnft - burlington northern railroad; burlington northern and santa fe railway; bnsf railway* bniu - british and irish steam packet company* bnml - burlington northern (manitoba), ltd.* bno - burlington northern and santa fe railway; bnsf railway* bnow - burlington northern (oregon-washington), inc.* bnpz - pacific rail services* bnq - burlington northern and santa fe railway; bnsf railway* bnrq - burlington northern and santa fe railway; bnsf railway* bnrz - burlington northern and santa fe railway; bnsf railway* bnsf - burlington northern and santa fe railway; bnsf railway* bnxu - burlington northern and santa fe railway; bnsf railway* bnz - burlington northern and santa fe railway; bnsf railway* bo - baltimore and ohio railroad; csx transportation* bobx - freeman gas of n.c., inc.* boct - baltimore and ohio chicago terminal railroad* bocx - boc gases* bocy - boat company* bogu - bsl transport* bonu - bond international, ltd.* bop - border pacific railroad* borx - us borax, inc.* borz - ecorail, inc.* bosu - w. bos vloeistof transport, b.v.* boz - csx transportation* bpax - united states department of energy (bonneville power administration)* bpaz - acme markets, inc.* bpcu - bp chemicals belgium* bpcx - basin electric power cooperative* bpix - nova chemicals, inc.* bplu - m1 engineering, ltd.* bplx - nova chemicals, inc.* bpox - bp amoco chemical company (bp oil division)* bppx - brewster phosphates of bradley, florida; general american marks company* bprr - buffalo and pittsburgh railroad* br - bradford industrial rail, inc.* bran - brandon corporation* brax - brae corporation; cit equipment finance corporation* brbx - bombardier transportation* brc - belt railway of chicago* brcx - bunge north america, inc.* brcy - cando contracting, ltd.* bre - burlington northern railroad* brex - big rivers electric corporation* brfd - branford steam railroad* brg - brownsville and rio grande international railroad* brix - incobrasa industries; union tank car company* brkx - burke energy corporation* brlx - brs leasing company, inc.* brnu - brun, sa* brnz - comtrak, inc.* brou - swedish transocean lines* brr - belton railroad* brrc - borinstein railroad* brrx - brooklyn resource recovery, inc.* brsr - blue ridge scenic railway* brw - black river and western* bs - birmingham southern railroad* bscx - bethlehem steel corporation* bsda - bsda railroad* bsix - bethlehem steel corporation* bslu - blue star line, ltd.* bsmx - bay state milling company* bsor - buffalo southern railroad* bspx - otter tail power company* bsrx - branson scenic railway* bstx - trinitas corporation* bsvy - boone and scenic valley railroad* btax - big three lincoln-alaska, inc.; air liquide america corporation* btc - birmingham terminal* btco - boston terminal company* btcu - bulkmatic transport company* btcz - bulkmatic transport company* btex - bte equipment* btlz - intermodal services, inc.* btrx - rocky mountain transportation services* bttx - trailer train company; ttx corporation* budx - budd company* budz - bud antle, inc.* bugx - bruggere and monson* bukx - louisville gas and electric company* bunx - the buncher company* bunz - burnside international trucks, ltd.* bvcx - west coast express* bvhx - bv heddrick gravel and sand company* bvry - brandywine valley railroad* bvs - beveir and southern railroad* bwc - berwind corporation; pennsylvania railroad; penn central; conrail* bwcx - borg-warner chemicals; ge plastics* bxbx - bxb corporation* bxn - bauxite and northern railway* bycx - battle ground yacolt and chelatchie prairie railroad",electric,"{""text"": [""electric""], ""answer_start"": [6353]}"
1199,1199,"le capitole a ouvert en février 1933, sur le site de la première electric cinema.",electric,"{""text"": [""electric""], ""answer_start"": [65]}"
1200,1200,le gecal 50 fût tout d'abord produit par general electric puis par lockheed martin et est à l'heure actuelle produit par general dynamics. sa conception démarra en 1982.,electric,"{""text"": [""electric""], ""answer_start"": [49]}"
1201,1201,"le 20 octobre 2009, robbie williams est accusé d'avoir volé l'une des blagues de jack whitehall dans son très médiatisé spectacle de ""retour"" dans le cadre des electric proms de la bbc à la camden roundhouse[51]. l’exécution originelle de la blague par jack whitehall, un one-liner qui joue sur l'expression ""to look down on someone"", est votée cinquième meilleure blague edinburgh fringe festival de l'année dans un sondage réalisé par la chaîne de télévision dave.[51]",electric,"{""text"": [""electric""], ""answer_start"": [160]}"
1202,1202,"la banque africain de développement a prêté 71.1 millions de dollars pour le projet en novembre 2011.[5] la banque mondiale a aussi validé un prêt de 132 millions de dollars en mars 2012, et le président du cameroun, paul biya, posa la première pierre du barrage le 3 août 2012.[6] la banque européenne d'investissement a validé un prêt de 39 millions de dollars en octobre de la même année.[7] china international water & electric corporation construit le barrage et l'usine hydroélectrique.",electric,"{""text"": [""electric""], ""answer_start"": [423]}"
1203,1203,"en septembre 2012, shemusic sort un nouvel album, electric girl, un projet qu'il avait mis de côté en 2010.",electric,"{""text"": [""electric""], ""answer_start"": [50]}"
1204,1204,"l'album electric girl, initialement prévu pour 2010, fut finalement reporté au mois de novembre 2012.",electric,"{""text"": [""electric""], ""answer_start"": [8]}"
